seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr4	154908634	154908766	133	*	Distal Intergenic	4	154897335	154899135	1801	2	66469	ENSMUST00000132281.1	-9499	ENSMUSG00000029059	Prxl2b	peroxiredoxin like 2B
chr5	114636707	114636793	87	*	Promoter (<=1kb)	5	114622157	114636261	14105	2	63873	ENSMUST00000133019.7	-446	ENSMUSG00000014158	Trpv4	transient receptor potential cation channel, subfamily V, member 4
chr3	121111187	121111358	172	*	Distal Intergenic	3	121155400	121156820	1421	2	66568	ENSMUST00000164968.1	45462	ENSMUSG00000028133	Rwdd3	RWD domain containing 3
chr18	42723827	42724133	307	*	Intron (ENSMUST00000136118.7/72930, intron 4 of 8)	18	42577881	42579652	1772	2	240239	ENSMUST00000054738.4	-144175	ENSMUSG00000042816	Gpr151	G protein-coupled receptor 151
chr9	122648030	122648171	142	*	Intron (ENSMUST00000181682.8/319626, intron 2 of 3)	9	122682876	122682974	99	1	387156	ENSMUST00000083480.1	-34705	ENSMUSG00000065414	Mir138-1	microRNA 138-1
chr11	97932394	97932537	144	*	Intron (ENSMUST00000017561.14/72324, intron 10 of 13)	11	97853826	97884154	30329	2	72973	ENSMUST00000093939.3	-48240	ENSMUSG00000070336	Fbxo47	F-box protein 47
chr5	110704159	110704302	144	*	Intron (ENSMUST00000041558.14/75560, intron 20 of 51)	5	110697341	110707943	10603	2	75560	ENSMUST00000125325.1	3641	ENSMUSG00000029505	Ep400	E1A binding protein p400
chr13	64187091	64187344	254	*	Promoter (2-3kb)	13	64184503	64185844	1342	1	56541	ENSMUST00000223377.1	2588	ENSMUSG00000021476	Habp4	hyaluronic acid binding protein 4
chr10	115764215	115764352	138	*	Distal Intergenic	10	115816832	115833312	16481	1	216350	ENSMUST00000217900.1	-52480	ENSMUSG00000034127	Tspan8	tetraspanin 8
chr14	37298761	37299036	276	*	Distal Intergenic	14	37131398	37135272	3875	2	66092	ENSMUST00000223921.1	-163489	ENSMUSG00000041028	Ghitm	growth hormone inducible transmembrane protein
chr3	40002965	40003111	147	*	Distal Intergenic	3	40508430	40509774	1345	2	100040882	ENSMUST00000202778.1	506663	ENSMUSG00000037884	1700017G19Rik	RIKEN cDNA 1700017G19 gene
chr6	40013427	40013767	341	*	Intron (ENSMUST00000239008.1/434008, intron 2 of 3)	6	40110251	40248437	138187	1	434008	ENSMUST00000061740.7	-96484	ENSMUSG00000057716	Tmem178b	transmembrane protein 178B
chr12	71424872	71424990	119	*	Intron (ENSMUST00000221650.1/ENSMUST00000221650.1, intron 2 of 5)	12	71383154	71384208	1055	2	67348	ENSMUST00000190526.1	-40664	ENSMUSG00000100668	1700083H02Rik	RIKEN cDNA 1700083H02 gene
chr3	32979269	32979521	253	*	Intron (ENSMUST00000192259.1/ENSMUST00000192259.1, intron 8 of 9)	3	32950630	32985079	34450	2	58869	ENSMUST00000108221.1	5558	ENSMUSG00000027674	Pex5l	peroxisomal biogenesis factor 5-like
chr5	132884159	132884358	200	*	Distal Intergenic	5	131437333	132543344	1106012	2	319974	ENSMUST00000161226.8	-340815	ENSMUSG00000029673	Auts2	autism susceptibility candidate 2
chr2	114491960	114492201	242	*	Distal Intergenic	2	114518145	114545891	27747	2	66632	ENSMUST00000138106.7	53690	ENSMUSG00000057147	Dph6	diphthamine biosynthesis 6
chr6	126351054	126351149	96	*	Distal Intergenic	6	126286649	126328686	42038	2	100038574	ENSMUST00000204181.1	-22368	ENSMUSG00000107623	Gm10415	predicted gene 10415
chr1	99977344	99977427	84	*	Intron (ENSMUST00000086738.9/241175, intron 3 of 23)	1	100097761	100485942	388182	1	241175	ENSMUST00000188735.1	-120334	ENSMUSG00000067028	Cntnap5b	contactin associated protein-like 5B
chr1	98479240	98479517	278	*	Intron (ENSMUST00000027575.12/70866, intron 7 of 13)	1	98499889	98509383	9495	1	70866	ENSMUST00000162782.1	-20372	ENSMUSG00000026336	Slco6d1	solute carrier organic anion transporter family, member 6d1
chr13	39423830	39423969	140	*	Distal Intergenic	13	38932136	38960875	28740	2	108652	ENSMUST00000021870.11	-462955	ENSMUSG00000021432	Slc35b3	solute carrier family 35, member B3
chr5	79734975	79735213	239	*	Distal Intergenic	5	81020138	81388784	368647	1	319387	ENSMUST00000147226.7	-1284925	ENSMUSG00000037605	Adgrl3	adhesion G protein-coupled receptor L3
chr8	74660119	74660293	175	*	Intron (ENSMUST00000127757.7/ENSMUST00000127757.7, intron 5 of 9)	8	74873173	74893506	20334	1	71597	ENSMUST00000034034.9	-212880	ENSMUSG00000031621	Isx	intestine specific homeobox
chr8	86032977	86033261	285	*	Promoter (2-3kb)	8	86035646	86060641	24996	1	102093	ENSMUST00000162305.1	-2385	ENSMUSG00000036879	Phkb	phosphorylase kinase beta
chr3	33399491	33399735	245	*	Distal Intergenic	3	32954337	33143247	188911	2	58869	ENSMUST00000108219.2	-256244	ENSMUSG00000027674	Pex5l	peroxisomal biogenesis factor 5-like
chr2	174242522	174242779	258	*	Distal Intergenic	2	174267047	174267125	79	2	723906	ENSMUST00000083587.1	24346	ENSMUSG00000065521	Mir296	microRNA 296
chr18	60952398	60952703	306	*	Promoter (1-2kb)	18	60953873	60953932	60	1	102465703	ENSMUST00000183978.1	-1170	ENSMUSG00000098247	Mir7220	microRNA 7220
chr19	9132223	9132361	139	*	Intron (ENSMUST00000049948.5/66514, intron 2 of 6)	19	9132459	9135531	3073	2	66514	ENSMUST00000150353.1	3170	ENSMUSG00000024654	Asrgl1	asparaginase like 1
chr10	99485624	99485712	89	*	Intron (ENSMUST00000219484.1/ENSMUST00000219484.1, intron 2 of 2)	10	99609171	99658134	48964	1	100504202	ENSMUST00000218263.1	-123459	ENSMUSG00000111962	Gm20110	predicted gene, 20110
chr9	9107818	9107985	168	*	Intron (ENSMUST00000093893.11/71544, intron 4 of 22)	9	9236288	9260883	24596	1	100579151	ENSMUST00000189204.1	-128303	ENSMUSG00000085253	Gm16833	predicted gene, 16833
chr8	74639381	74639601	221	*	Intron (ENSMUST00000127757.7/ENSMUST00000127757.7, intron 6 of 9)	8	74873173	74893506	20334	1	71597	ENSMUST00000034034.9	-233572	ENSMUSG00000031621	Isx	intestine specific homeobox
chr10	70195170	70195302	133	*	Distal Intergenic	10	70204664	70215285	10622	1	69563	ENSMUST00000188568.1	-9362	ENSMUSG00000019933	Mrln	myoregulin
chr16	51807395	51807721	327	*	Distal Intergenic	16	51982484	51985785	3302	2	629091	ENSMUST00000231890.1	178064	NA	Gm29686	predicted gene, 29686
chr8	8051218	8051433	216	*	Intron (ENSMUST00000208946.1/ENSMUST00000208946.1, intron 5 of 5)	8	8620597	8639363	18767	2	13642	ENSMUST00000152698.1	587930	ENSMUSG00000001300	Efnb2	ephrin B2
chr12	36136080	36136217	138	*	Intron (ENSMUST00000020856.5/66912, intron 1 of 11)	12	36118997	36156627	37631	2	66912	ENSMUST00000220828.1	20410	ENSMUSG00000020547	Bzw2	basic leucine zipper and W2 domains 2
chr6	140357323	140357560	238	*	Distal Intergenic	6	140424054	140597110	173057	1	109135	ENSMUST00000087622.5	-66494	ENSMUSG00000030231	Plekha5	pleckstrin homology domain containing, family A member 5
chr2	6896974	6897248	275	*	Intron (ENSMUST00000002176.12/14007, intron 3 of 15)	2	6541869	6884996	343128	2	14007	ENSMUST00000114934.10	-11978	ENSMUSG00000002107	Celf2	CUGBP, Elav-like family member 2
chr16	45749869	45750009	141	*	Intron (ENSMUST00000036355.12/208177, intron 16 of 17)	16	45729725	45742955	13231	2	213012	ENSMUST00000066983.12	-6914	ENSMUSG00000033157	Abhd10	abhydrolase domain containing 10
chr13	61476521	61476607	87	*	Distal Intergenic	13	61536262	61538468	2207	2	64139	ENSMUST00000225268.1	61861	ENSMUSG00000074871	Ctsm	cathepsin M
chr14	95956454	95956649	196	*	Distal Intergenic	14	95881266	95882780	1515	1	66732	ENSMUST00000045892.2	75188	ENSMUSG00000034689	Ccdc202	coiled-coil domain containing 202
chr8	45505916	45506002	87	*	Promoter (1-2kb)	8	45507788	45827906	320119	1	234214	ENSMUST00000067065.13	-1786	ENSMUSG00000031626	Sorbs2	sorbin and SH3 domain containing 2
chr2	30088238	30088379	142	*	Intron (ENSMUST00000148650.7/263803, intron 15 of 20)	2	30084653	30087036	2384	1	263803	ENSMUST00000156197.1	3585	ENSMUSG00000026785	Pkn3	protein kinase N3
chr17	5580157	5580248	92	*	Intron (ENSMUST00000089185.5/224454, intron 1 of 8)	17	5492557	5753811	261255	1	224454	ENSMUST00000089185.5	87600	ENSMUSG00000034265	Zdhhc14	zinc finger, DHHC domain containing 14
chr16	56483531	56483828	298	*	Intron (ENSMUST00000231337.1/320712, intron 1 of 10)	16	56477900	56690135	212236	1	320712	ENSMUST00000096012.10	5631	ENSMUSG00000035258	Abi3bp	ABI family member 3 binding protein
chr3	90695632	90695811	180	*	Promoter (<=1kb)	3	90692632	90695711	3080	2	20202	ENSMUST00000069960.11	0	ENSMUSG00000056071	S100a9	S100 calcium binding protein A9 (calgranulin B)
chr4	75449584	75449756	173	*	Distal Intergenic	4	75277354	75278305	952	2	66928	ENSMUST00000030103.8	-171279	ENSMUSG00000028398	Dmac1	distal membrane arm assembly complex 1
chr2	153049362	153049632	271	*	Intron (ENSMUST00000037235.6/228787, intron 1 of 2)	2	153065955	153081726	15772	1	228788	ENSMUST00000127898.8	-16323	ENSMUSG00000027474	Ccm2l	cerebral cavernous malformation 2-like
chr14	30502487	30502574	88	*	Intron (ENSMUST00000224453.1/75901, intron 3 of 5)	14	30513265	30523736	10472	1	75901	ENSMUST00000223754.1	-10691	ENSMUSG00000021962	Dcp1a	decapping mRNA 1A
chr3	31902480	31902650	171	*	Promoter (<=1kb)	3	31902507	32199765	297259	1	72413	ENSMUST00000119310.7	0	ENSMUSG00000037610	Kcnmb2	potassium large conductance calcium-activated channel, subfamily M, beta member 2
chr14	116977395	116977559	165	*	Intron (ENSMUST00000123239.1/23888, intron 1 of 3)	14	116925936	117975086	1049151	1	23888	ENSMUST00000078849.11	51459	ENSMUSG00000058571	Gpc6	glypican 6
chr9	80360187	80360384	198	*	Intron (ENSMUST00000085289.11/63859, intron 11 of 15)	9	80306914	80308602	1689	1	17920	ENSMUST00000138650.2	53273	ENSMUSG00000033577	Myo6	myosin VI
chr9	119806450	119806540	91	*	Intron (ENSMUST00000215718.1/24046, intron 8 of 26)	9	119753759	119823860	70102	2	24046	ENSMUST00000215718.1	17320	ENSMUSG00000034115	Scn11a	sodium channel, voltage-gated, type XI, alpha
chr5	89536144	89536284	141	*	Intron (ENSMUST00000048557.2/104443, intron 1 of 3)	5	89527429	89583740	56312	1	104443	ENSMUST00000048557.2	8715	ENSMUSG00000035528	Npffr2	neuropeptide FF receptor 2
chr9	64131125	64131262	138	*	Intron (ENSMUST00000034969.13/235435, intron 9 of 13)	9	64122035	64126926	4892	1	235435	ENSMUST00000132018.1	9090	ENSMUSG00000032401	Lctl	lactase-like
chr3	125228368	125228481	114	*	Distal Intergenic	3	125404076	125728899	324824	1	64580	ENSMUST00000173932.7	-175595	ENSMUSG00000027971	Ndst4	N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4
chrX	167053364	167053451	88	*	Distal Intergenic	20	167063552	167068389	4838	2	667794	ENSMUST00000171902.2	14938	ENSMUSG00000086008	Gm8817	predicted gene 8817
chr4	80832057	80832154	98	*	Promoter (1-2kb)	4	80834123	80837684	3562	1	22178	ENSMUST00000133655.7	-1969	ENSMUSG00000005994	Tyrp1	tyrosinase-related protein 1
chr16	96938148	96938235	88	*	Intron (ENSMUST00000056102.8/13508, intron 3 of 32)	16	96590840	97170752	579913	2	13508	ENSMUST00000056102.8	232517	ENSMUSG00000050272	Dscam	DS cell adhesion molecule
chr1	149127714	149127980	267	*	Distal Intergenic	1	149886184	149902199	16016	2	18783	ENSMUST00000155438.1	774219	ENSMUSG00000056220	Pla2g4a	phospholipase A2, group IVA (cytosolic, calcium-dependent)
chr10	69611892	69612019	128	*	Intron (ENSMUST00000218680.1/11735, intron 2 of 42)	10	69534222	70015633	481412	1	11735	ENSMUST00000092434.11	77670	ENSMUSG00000069601	Ank3	ankyrin 3, epithelial
chr5	49001977	49002185	209	*	Intron (ENSMUST00000087395.10/80334, intron 1 of 8)	5	48389502	48889557	500056	2	80334	ENSMUST00000176978.7	-112420	ENSMUSG00000029088	Kcnip4	Kv channel interacting protein 4
chr11	29778109	29778406	298	*	Intron (ENSMUST00000058902.5/237711, intron 26 of 41)	11	29744134	29764233	20100	2	237711	ENSMUST00000123881.8	-13876	ENSMUSG00000044072	Eml6	echinoderm microtubule associated protein like 6
chr4	85837723	85838023	301	*	Intron (ENSMUST00000213098.1/77739, intron 2 of 3)	4	86053915	86087961	34047	1	77739	ENSMUST00000130474.1	-215892	ENSMUSG00000066113	Adamtsl1	ADAMTS-like 1
chr8	29836153	29836473	321	*	Distal Intergenic	8	28646717	29219636	572920	2	210801	ENSMUST00000168630.3	-616517	ENSMUSG00000063626	Unc5d	unc-5 netrin receptor D
chr13	33113129	33113335	207	*	Intron (ENSMUST00000121376.2/ENSMUST00000121376.2, intron 1 of 1)	13	33084125	33094380	10256	1	282663	ENSMUST00000016951.7	29004	ENSMUSG00000051029	Serpinb1b	serine (or cysteine) peptidase inhibitor, clade B, member 1b
chr5	19882940	19883026	87	*	Intron (ENSMUST00000197354.4/50791, intron 2 of 21)	5	19907518	20704792	797275	1	50791	ENSMUST00000101558.9	-24492	ENSMUSG00000040003	Magi2	membrane associated guanylate kinase, WW and PDZ domain containing 2
chr1	10943087	10943338	252	*	Distal Intergenic	1	10993465	11303681	310217	1	109294	ENSMUST00000027056.11	-50127	ENSMUSG00000048960	Prex2	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2
chr6	120594557	120594698	142	*	Distal Intergenic	6	120554796	120562879	8084	1	73505	ENSMUST00000204672.1	39761	NA	1700072O05Rik	RIKEN cDNA 1700072O05 gene
chr7	66043828	66044018	191	*	Promoter (<=1kb)	7	66043602	66062271	18670	1	18553	ENSMUST00000206065.1	226	ENSMUSG00000030513	Pcsk6	proprotein convertase subtilisin/kexin type 6
chr1	163198869	163199091	223	*	Distal Intergenic	1	163247577	163289224	41648	2	18933	ENSMUST00000183691.2	90133	ENSMUSG00000026586	Prrx1	paired related homeobox 1
chr15	26894360	26894522	163	*	Promoter (<=1kb)	15	26787619	26895518	107900	2	448987	ENSMUST00000226377.1	996	ENSMUSG00000043556	Fbxl7	F-box and leucine-rich repeat protein 7
chr6	36899400	36899537	138	*	Intron (ENSMUST00000101532.9/320127, intron 28 of 33)	6	36714929	36810220	95292	2	19242	ENSMUST00000101534.4	-89180	ENSMUSG00000029838	Ptn	pleiotrophin
chr2	143164551	143164880	330	*	Distal Intergenic	2	143078473	143081713	3241	1	57329	ENSMUST00000028902.2	86078	ENSMUSG00000027416	Otor	otoraplin
chr12	96134243	96134470	228	*	Distal Intergenic	12	96046767	96047120	354	2	69423	ENSMUST00000073560.4	-87123	NA	1700019M22Rik	RIKEN cDNA 1700019M22 gene
chr4	9213215	9213351	137	*	Distal Intergenic	4	9269293	9282272	12980	1	74438	ENSMUST00000147285.1	-55942	ENSMUSG00000041216	Clvs1	clavesin 1
chr5	77026106	77026246	141	*	Intron (ENSMUST00000031161.10/71868, intron 1 of 8)	5	77006449	77018863	12415	2	68246	ENSMUST00000129353.1	-7243	ENSMUSG00000086632	1700112J05Rik	RIKEN cDNA 1700112J05 gene
chr6	72330256	72330394	139	*	Promoter (2-3kb)	6	72321300	72333368	12069	2	28035	ENSMUST00000154799.1	2974	ENSMUSG00000056305	Usp39	ubiquitin specific peptidase 39
chr7	54898657	54898785	129	*	Intron (ENSMUST00000206923.1/233271, intron 1 of 9)	7	54835615	55268885	433271	1	233271	ENSMUST00000082373.7	63042	ENSMUSG00000063297	Luzp2	leucine zipper protein 2
chr5	39832638	39832928	291	*	Distal Intergenic	5	39613935	39755475	141541	2	15476	ENSMUST00000117944.1	-77163	ENSMUSG00000051022	Hs3st1	heparan sulfate (glucosamine) 3-O-sulfotransferase 1
chr1	16155005	16155144	140	*	Distal Intergenic	1	16130502	16132547	2046	1	98711	ENSMUST00000152626.1	24503	ENSMUSG00000025921	Rdh10	retinol dehydrogenase 10 (all-trans)
chr8	48295679	48295921	243	*	Intron (ENSMUST00000033965.13/23965, intron 16 of 28)	8	48275915	48300099	24185	2	23965	ENSMUST00000145344.1	4178	ENSMUSG00000031561	Tenm3	teneurin transmembrane protein 3
chr10	70330088	70330175	88	*	Distal Intergenic	10	70266979	70284080	17102	1	66859	ENSMUST00000155933.1	63109	ENSMUSG00000037762	Slc16a9	solute carrier family 16 (monocarboxylic acid transporters), member 9
chr4	67424087	67424430	344	*	Distal Intergenic	4	66828202	66839618	11417	1	21898	ENSMUST00000147008.1	595885	ENSMUSG00000039005	Tlr4	toll-like receptor 4
chr12	58360393	58360575	183	*	Distal Intergenic	12	58264720	58269290	4571	2	66864	ENSMUST00000062254.3	-91103	ENSMUSG00000045930	Clec14a	C-type lectin domain family 14, member a
chrX	122831355	122831496	142	*	Distal Intergenic	20	123103495	123145651	42157	1	73061	ENSMUST00000113343.7	-271999	ENSMUSG00000079450	Cldn34c1	claudin 34C1
chr1	190483060	190483147	88	*	Exon (ENSMUST00000175323.2/ENSMUST00000175323.2, exon 1 of 1)	1	190403645	190417145	13501	1	433390	ENSMUST00000193966.1	79415	ENSMUSG00000103644	Gm29678	predicted gene, 29678
chr2	126147848	126147981	134	*	Promoter (1-2kb)	2	125983628	126146251	162624	2	75823	ENSMUST00000178118.7	-1597	ENSMUSG00000027209	Fam227b	family with sequence similarity 227, member B
chr18	47177362	47177547	186	*	Intron (ENSMUST00000234124.1/69456, intron 6 of 6)	18	47235598	47281195	45598	2	20358	ENSMUST00000123228.7	103648	ENSMUSG00000019647	Sema6a	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A
chr10	8342655	8342895	241	*	Intron (ENSMUST00000061601.8/338362, intron 2 of 7)	10	8204756	8302242	97487	2	338362	ENSMUST00000219116.1	-40413	ENSMUSG00000047712	Ust	uronyl-2-sulfotransferase
chr11	7562200	7562360	161	*	Distal Intergenic	11	7207686	7213923	6238	2	16009	ENSMUST00000135887.2	-348277	ENSMUSG00000020427	Igfbp3	insulin-like growth factor binding protein 3
chr1	165054358	165054579	222	*	Distal Intergenic	1	165064024	165068114	4091	2	75857	ENSMUST00000193317.1	13535	ENSMUSG00000102408	4930568G15Rik	RIKEN cDNA 4930568G15 gene
chr2	47299689	47299776	88	*	Distal Intergenic	2	48814109	48903269	89161	1	11480	ENSMUST00000063886.3	-1514333	ENSMUSG00000052155	Acvr2a	activin receptor IIA
chr4	44901359	44901449	91	*	Intron (ENSMUST00000107824.8/319885, intron 5 of 8)	4	44907202	44931362	24161	1	319885	ENSMUST00000107823.10	-5753	ENSMUSG00000035649	Zcchc7	zinc finger, CCHC domain containing 7
chr16	72804329	72804468	140	*	Intron (ENSMUST00000232205.1/19876, intron 2 of 28)	16	72663204	72958244	295041	1	19876	ENSMUST00000231265.1	141125	ENSMUSG00000022883	Robo1	roundabout guidance receptor 1
chr11	81411414	81411544	131	*	Intron (ENSMUST00000066197.6/11418, intron 1 of 9)	11	81572655	81573473	819	2	237880	ENSMUST00000117522.1	161929	ENSMUSG00000080980	1700071K01Rik	RIKEN cDNA 1700071K01 gene
chr8	60195751	60195938	188	*	Exon (ENSMUST00000210900.1/ENSMUST00000210900.1, exon 1 of 6)	8	60505932	60545677	39746	1	23923	ENSMUST00000079472.3	-309994	ENSMUSG00000057228	Aadat	aminoadipate aminotransferase
chr7	102259624	102259722	99	*	Distal Intergenic	7	102239994	102256054	16061	2	56212	ENSMUST00000209968.1	-3570	ENSMUSG00000073982	Rhog	ras homolog family member G
chr3	141778383	141778966	584	*	Intron (ENSMUST00000106236.8/22253, intron 7 of 15)	3	141789852	141791986	2135	1	22253	ENSMUST00000123631.1	-10886	ENSMUSG00000059921	Unc5c	unc-5 netrin receptor C
chr14	32854170	32854259	90	*	Promoter (2-3kb)	14	32856756	32939491	82736	1	320736	ENSMUST00000053175.12	-2497	ENSMUSG00000050666	Vstm4	V-set and transmembrane domain containing 4
chr6	101921376	101921620	245	*	Distal Intergenic	6	101796225	101801610	5386	1	207157	ENSMUST00000064002.5	125151	ENSMUSG00000052236	Gm9871	predicted gene 9871
chr12	17471524	17471759	236	*	Distal Intergenic	12	17544794	17551084	6291	1	18263	ENSMUST00000171737.2	-73035	ENSMUSG00000011179	Odc1	ornithine decarboxylase, structural 1
chr11	12232480	12232706	227	*	Distal Intergenic	11	12296363	12369640	73278	2	12808	ENSMUST00000136549.7	136934	ENSMUSG00000020173	Cobl	cordon-bleu WH2 repeat
chr3	149317185	149317324	140	*	Intron (ENSMUST00000199980.1/ENSMUST00000199980.1, intron 2 of 7)	3	148816093	148990555	174463	2	99633	ENSMUST00000200543.4	-326630	ENSMUSG00000028184	Adgrl2	adhesion G protein-coupled receptor L2
chr12	52338381	52338648	268	*	Distal Intergenic	12	52475739	52480609	4871	2	102638611	ENSMUST00000219885.1	141961	ENSMUSG00000111982	Gm35135	predicted gene, 35135
chr17	75417011	75417147	137	*	Distal Intergenic	17	75435896	75491790	55895	1	240168	ENSMUST00000235103.1	-18749	ENSMUSG00000071042	Rasgrp3	RAS, guanyl releasing protein 3
chrX	13395869	13396008	140	*	Distal Intergenic	20	13466110	13489313	23204	1	236690	ENSMUST00000050434.5	-70102	ENSMUSG00000051228	Nyx	nyctalopin
chr4	39305695	39305826	132	*	Distal Intergenic	4	39450295	39451776	1482	1	75471	ENSMUST00000029955.4	-144469	ENSMUSG00000028287	1700009N14Rik	RIKEN cDNA 1700009N14 gene
chr2	69047387	69047647	261	*	Intron (ENSMUST00000028426.8/241447, intron 5 of 9)	2	68959911	69051328	91418	1	241447	ENSMUST00000141498.1	87476	ENSMUSG00000027035	Cers6	ceramide synthase 6
chr15	82218704	82218797	94	*	Distal Intergenic	15	82223060	82224302	1243	2	72049	ENSMUST00000229984.1	5505	ENSMUSG00000068105	Tnfrsf13c	tumor necrosis factor receptor superfamily, member 13c
chr3	145690995	145691084	90	*	Distal Intergenic	3	145646976	145649981	3006	2	16007	ENSMUST00000029846.4	-41014	ENSMUSG00000028195	Ccn1	cellular communication network factor 1
chr12	31158994	31159156	163	*	Intron (ENSMUST00000218642.1/ENSMUST00000218642.1, intron 8 of 23)	12	31168862	31185901	17040	1	100043065	ENSMUST00000218473.1	-9706	ENSMUSG00000095953	6030469F06Rik	RIKEN cDNA 6030469F06 gene
chr14	17193049	17193285	237	*	Distal Intergenic	14	17105561	17105876	316	1	100417973	ENSMUST00000225472.1	87488	NA	Pou5f1-rs6	POU domain, class 5, transcription factor 1, related sequence 6
chr18	42789040	42789144	105	*	Intron (ENSMUST00000136118.7/72930, intron 1 of 8)	18	42758468	42898815	140348	2	72930	ENSMUST00000155262.1	109671	ENSMUSG00000024500	Ppp2r2b	protein phosphatase 2, regulatory subunit B, beta
chr10	122652048	122652250	203	*	Distal Intergenic	10	122648339	122648435	97	1	102465223	ENSMUST00000184477.1	3709	ENSMUSG00000098522	Mir6412	microRNA 6412
chr10	109924262	109924435	174	*	Intron (ENSMUST00000032719.14/260315, intron 1 of 38)	10	109880633	109904023	23391	2	260315	ENSMUST00000161798.1	-20239	ENSMUSG00000020181	Nav3	neuron navigator 3
chr5	124389270	124389356	87	*	Intron (ENSMUST00000065263.11/243272, intron 20 of 31)	5	124376124	124384809	8686	2	243272	ENSMUST00000196842.1	-4461	ENSMUSG00000038095	Sbno1	strawberry notch 1
chr7	77153036	77153209	174	*	Distal Intergenic	7	76411062	76766608	355547	1	244071	ENSMUST00000107442.2	741974	ENSMUSG00000025754	Agbl1	ATP/GTP binding protein-like 1
chr3	122704091	122704608	518	*	Distal Intergenic	3	122728947	122859374	130428	1	242202	ENSMUST00000066728.9	-24339	ENSMUSG00000053965	Pde5a	phosphodiesterase 5A, cGMP-specific
chr14	107052075	107052429	355	*	Distal Intergenic	14	106417187	106486520	69334	2	73631	ENSMUST00000186311.1	-565555	ENSMUSG00000099794	1700128A07Rik	RIKEN cDNA 1700128A07 gene
